Item number,Name,Brand,Modul,Cost Value,november,december,januar,februar,marts,april,maj,juni,juli,august,september,oktober,Total
20-00041,Goo Jit Zu Marvel Single Pack S2 Ass.,Goo Jit Zu,Forecast FI,29.96039,0,0,1050.0,300.0,375,375.0,375,375.0,0,0,0,0,2850.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,Invoiced DK,32.26402,40,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,40.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,Invoiced SE,32.26402,205,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,205.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,SalgsOrdre DK,32.26402,40,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,40.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,SalgsOrdre SE,32.26402,20,60,0.0,0.0,0,0.0,0,0.0,0,0,0,0,80.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,SalgsOrdre FI,32.26402,0,100,0.0,0.0,0,0.0,0,0.0,0,0,0,0,100.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,Stock,32.26402,3535,3375,3375.0,3375.0,3375,3375.0,3375,3375.0,3375,3375,3375,3375,3375.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,Forecast DK,32.26402,0,0,189.0,675.0,270,675.0,540,351.0,0,0,0,0,2700.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,Forecast SE,32.26402,150,120,88.0,159.0,172,172.0,150,141.0,0,0,0,0,1152.0
20-00106,Peppa Wood Play Family Figure Pack CDU,Peppa Pig Wood,Forecast NO,32.26402,0,0,100.0,200.0,300,500.0,500,500.0,0,0,0,0,2100.0
20-00107,Peppa Wood Play Mini Buggies Ass. CDU,Peppa Pig Wood,Købsordre,11.79804,0,0,4000.0,0.0,0,0.0,0,0.0,0,0,0,0,4000.0
20-00107,Peppa Wood Play Mini Buggies Ass. CDU,Peppa Pig Wood,Invoiced SE,11.79804,128,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,128.0
20-00107,Peppa Wood Play Mini Buggies Ass. CDU,Peppa Pig Wood,Stock,11.79804,0,0,4000.0,4000.0,4000,4000.0,4000,4000.0,4000,4000,4000,4000,4000.0
20-00107,Peppa Wood Play Mini Buggies Ass. CDU,Peppa Pig Wood,Forecast DK,11.79804,0,0,91.0,325.0,130,325.0,260,169.0,0,0,0,0,1300.0
20-00107,Peppa Wood Play Mini Buggies Ass. CDU,Peppa Pig Wood,Forecast SE,11.79804,0,0,195.0,350.0,379,379.0,331,311.0,0,0,0,0,1945.0
20-00107,Peppa Wood Play Mini Buggies Ass. CDU,Peppa Pig Wood,Forecast NO,11.79804,0,0,100.0,200.0,200,100.0,100,0.0,0,0,0,0,700.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Invoiced DK,44.34004,138,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,138.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Invoiced SE,44.34004,606,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,606.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Invoiced NO,44.34004,84,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,84.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,SalgsOrdre DK,44.34004,0,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,SalgsOrdre SE,44.34004,78,36,0.0,0.0,0,0.0,0,0.0,0,0,0,0,114.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,SalgsOrdre FI,44.34004,0,120,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Stock,44.34004,3540,3378,3378.0,3378.0,3378,3378.0,3378,3378.0,3378,3378,3378,3378,3378.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Forecast DK,44.34004,24,6,122.0,435.0,174,435.0,348,226.0,0,0,0,0,1770.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Forecast SE,44.34004,732,0,107.0,193.0,209,209.0,182,172.0,0,0,0,0,1804.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Forecast NO,44.34004,60,0,0.0,200.0,200,300.0,300,300.0,0,0,0,0,1360.0
20-00109,Peppa Wood Play Family Car & Figure,Peppa Pig Wood,Forecast FI,44.34004,0,0,150.0,70.0,70,70.0,70,70.0,0,0,0,0,500.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,Invoiced DK,50.46839,78,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,78.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,Invoiced SE,50.46839,96,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,96.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,SalgsOrdre SE,50.46839,66,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,66.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,SalgsOrdre FI,50.46839,0,60,0.0,0.0,0,0.0,0,0.0,0,0,0,0,60.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,Stock,50.46839,2286,2226,2226.0,2226.0,2226,2226.0,2226,2226.0,2226,2226,2226,2226,2226.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,Forecast DK,50.46839,0,0,108.0,385.0,154,385.0,308,200.0,0,0,0,0,1540.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,Forecast SE,50.46839,0,0,59.0,106.0,115,115.0,100,94.0,0,0,0,0,589.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,Forecast NO,50.46839,0,0,0.0,0.0,200,200.0,100,100.0,0,0,0,0,600.0
20-00110,Peppa Wood Play Boat & Figure,Peppa Pig Wood,Forecast FI,50.46839,0,0,150.0,70.0,70,70.0,70,70.0,0,0,0,0,500.0
20-00111,Peppa Wood Play Train & Figure,Peppa Pig Wood,Invoiced DK,59.3573,48,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,48.0
20-00111,Peppa Wood Play Train & Figure,Peppa Pig Wood,Invoiced SE,59.3573,510,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,510.0
20-00111,Peppa Wood Play Train & Figure,Peppa Pig Wood,SalgsOrdre SE,59.3573,84,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,84.0
20-00111,Peppa Wood Play Train & Figure,Peppa Pig Wood,Stock,59.3573,2574,2574,2574.0,2574.0,2574,2574.0,2574,2574.0,2574,2574,2574,2574,2574.0
20-00111,Peppa Wood Play Train & Figure,Peppa Pig Wood,Forecast DK,59.3573,0,0,78.0,279.0,112,279.0,223,145.0,0,0,0,0,1116.0
20-00111,Peppa Wood Play Train & Figure,Peppa Pig Wood,Forecast SE,59.3573,400,0,66.0,119.0,129,129.0,113,106.0,0,0,0,0,1062.0
20-00111,Peppa Wood Play Train & Figure,Peppa Pig Wood,Forecast NO,59.3573,0,0,0.0,0.0,0,200.0,200,0.0,0,0,0,0,400.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,Invoiced DK,64.74115,42,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,42.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,Invoiced SE,64.74115,66,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,66.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,SalgsOrdre SE,64.74115,66,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,66.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,Stock,64.74115,3378,3378,3378.0,3378.0,3378,3378.0,3378,3378.0,3378,3378,3378,3378,3378.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,Forecast DK,64.74115,0,0,87.0,310.0,124,310.0,248,161.0,0,0,0,0,1240.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,Forecast SE,64.74115,0,0,51.0,92.0,99,99.0,87,82.0,0,0,0,0,510.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,Forecast NO,64.74115,0,0,0.0,0.0,100,100.0,100,0.0,0,0,0,0,300.0
20-00112,Peppa Wood Play Aeroplane & Figure,Peppa Pig Wood,Forecast FI,64.74115,0,0,0.0,42.0,0,0.0,0,0.0,0,0,0,0,42.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,Invoiced DK,84.02916,30,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,30.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,Invoiced SE,84.02916,204,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,204.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,SalgsOrdre SE,84.02916,30,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,30.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,SalgsOrdre FI,84.02916,0,60,0.0,0.0,0,0.0,0,0.0,0,0,0,0,60.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,Stock,84.02916,3084,3024,3024.0,3024.0,3024,3024.0,3024,3024.0,3024,3024,3024,3024,3024.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,Forecast DK,84.02916,0,0,61.0,218.0,87,218.0,174,113.0,0,0,0,0,871.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,Forecast SE,84.02916,60,0,47.0,85.0,92,92.0,81,76.0,0,0,0,0,533.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,Forecast NO,84.02916,0,0,0.0,0.0,100,100.0,100,0.0,0,0,0,0,300.0
20-00113,Peppa Wood Play Schoolhouse,Peppa Pig Wood,Forecast FI,84.02916,0,0,150.0,70.0,70,70.0,70,70.0,0,0,0,0,500.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,Invoiced DK,85.12383,96,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,96.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,Invoiced SE,85.12383,60,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,60.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,SalgsOrdre DK,85.12383,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,SalgsOrdre SE,85.12383,66,60,0.0,0.0,0,0.0,0,0.0,0,0,0,0,126.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,SalgsOrdre FI,85.12383,0,60,0.0,0.0,0,0.0,0,0.0,0,0,0,0,60.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,Stock,85.12383,2472,2352,2352.0,2352.0,2352,2352.0,2352,2352.0,2352,2352,2352,2352,2352.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,Forecast DK,85.12383,450,0,61.0,218.0,87,218.0,174,113.0,0,0,0,0,1321.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,Forecast SE,85.12383,24,0,35.0,63.0,68,68.0,59,56.0,0,0,0,0,373.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,Forecast NO,85.12383,0,0,0.0,0.0,100,100.0,100,0.0,0,0,0,0,300.0
20-00114,Peppa Wood Play Family Home,Peppa Pig Wood,Forecast FI,85.12383,0,0,150.0,70.0,70,70.0,70,70.0,0,0,0,0,500.0
20-00118,Peppa Wood Play School Bus Shape Sorter,Peppa Pig Wood,Købsordre,74.03944,0,0,600.0,0.0,0,0.0,0,0.0,0,0,0,0,600.0
20-00118,Peppa Wood Play School Bus Shape Sorter,Peppa Pig Wood,Invoiced SE,74.03944,36,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,36.0
20-00118,Peppa Wood Play School Bus Shape Sorter,Peppa Pig Wood,Invoiced NO,74.03944,630,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,630.0
20-00118,Peppa Wood Play School Bus Shape Sorter,Peppa Pig Wood,Stock,74.03944,0,0,600.0,600.0,600,600.0,600,600.0,600,600,600,600,600.0
20-00118,Peppa Wood Play School Bus Shape Sorter,Peppa Pig Wood,Forecast DK,74.03944,0,0,52.0,185.0,74,185.0,148,96.0,0,0,0,0,740.0
20-00118,Peppa Wood Play School Bus Shape Sorter,Peppa Pig Wood,Forecast SE,74.03944,0,0,46.0,83.0,90,90.0,78,74.0,0,0,0,0,461.0
20-00118,Peppa Wood Play School Bus Shape Sorter,Peppa Pig Wood,Forecast NO,74.03944,246,0,0.0,0.0,0,200.0,200,0.0,0,0,0,0,646.0
20-00119,D-Dart Tempest,D-Dart,Invoiced DK,96.57658,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
20-00119,D-Dart Tempest,D-Dart,Stock,96.57658,524,524,524.0,524.0,524,524.0,524,524.0,524,524,524,524,524.0
20-00119,D-Dart Tempest,D-Dart,Forecast DK,96.57658,8,120,0.0,0.0,0,0.0,0,0.0,0,0,0,0,128.0
20-00133,Re-Softables Bunny 35 cm,Re-Softables,SalgsOrdre SE,43.23323,174,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,174.0
20-00133,Re-Softables Bunny 35 cm,Re-Softables,Stock,43.23323,126,126,126.0,126.0,126,126.0,126,126.0,126,126,126,126,126.0
20-00134,Re-Softables Koala 35 cm,Re-Softables,SalgsOrdre SE,43.23323,174,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,174.0
20-00134,Re-Softables Koala 35 cm,Re-Softables,Stock,43.23323,126,126,126.0,126.0,126,126.0,126,126.0,126,126,126,126,126.0
20-00142,Nerf Elite Eyewear,NERF,Købsordre,15.439,0,0,0.0,3501.0,0,0.0,0,0.0,0,0,0,0,3501.0
20-00142,Nerf Elite Eyewear,NERF,Invoiced DK,15.439,90,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,90.0
20-00142,Nerf Elite Eyewear,NERF,Invoiced SE,15.439,36,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,36.0
20-00142,Nerf Elite Eyewear,NERF,SalgsOrdre DK,15.439,27,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,27.0
20-00142,Nerf Elite Eyewear,NERF,SalgsOrdre SE,15.439,0,171,900.0,0.0,0,0.0,0,0.0,0,0,0,0,1071.0
20-00142,Nerf Elite Eyewear,NERF,SalgsOrdre FI,15.439,0,468,0.0,0.0,0,0.0,0,0.0,0,0,0,0,468.0
20-00142,Nerf Elite Eyewear,NERF,Stock,15.439,4563,3924,3024.0,6525.0,6525,6525.0,6525,6525.0,6525,6525,6525,6525,6525.0
20-00142,Nerf Elite Eyewear,NERF,Forecast DK,15.439,0,0,188.0,670.0,268,670.0,536,348.0,0,0,0,0,2680.0
20-00142,Nerf Elite Eyewear,NERF,Forecast SE,15.439,36,9,900.0,400.0,400,720.0,627,590.0,0,0,0,0,3682.0
20-00142,Nerf Elite Eyewear,NERF,Forecast NO,15.439,0,0,0.0,200.0,200,200.0,200,100.0,0,0,0,0,900.0
20-00142,Nerf Elite Eyewear,NERF,Forecast FI,15.439,0,0,1000.0,0.0,450,450.0,450,450.0,0,0,0,0,2800.0
20-00144,Re-Softables 50 cm Ass.,Re-Softables,Invoiced SE,61.20698,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
20-00144,Re-Softables 50 cm Ass.,Re-Softables,SalgsOrdre SE,61.20698,108,8,0.0,0.0,0,0.0,0,0.0,0,0,0,0,116.0
20-00144,Re-Softables 50 cm Ass.,Re-Softables,Stock,61.20698,872,864,864.0,864.0,864,864.0,864,864.0,864,864,864,864,864.0
20-00145,D-Dart Extra Pack incl. 30 Darts,D-Dart,Forecast DK,21.37194,48,72,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
20-00146,TREASURE X ALIENS S2 OOZE EGGS CDU,Treasure X,Stock,15.22512,162,162,162.0,162.0,162,162.0,162,162.0,162,162,162,162,162.0
20-00150,Goo Jit Zu Marvel Single Pack Spiderman,Goo Jit Zu,Købsordre,34.8,0,0,304.0,0.0,0,0.0,0,0.0,0,0,0,0,304.0
20-00150,Goo Jit Zu Marvel Single Pack Spiderman,Goo Jit Zu,SalgsOrdre DK,34.8,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
20-00150,Goo Jit Zu Marvel Single Pack Spiderman,Goo Jit Zu,Stock,34.8,24,24,328.0,328.0,328,328.0,328,328.0,328,328,328,328,328.0
20-00150,Goo Jit Zu Marvel Single Pack Spiderman,Goo Jit Zu,Forecast DK,34.8,0,0,22.4,80.0,32,80.0,64,41.6,0,0,0,0,320.0
20-00151,Goo Jit Zu Marvel Single Pack Hulk,Goo Jit Zu,Købsordre,34.8,0,0,304.0,0.0,0,0.0,0,0.0,0,0,0,0,304.0
20-00151,Goo Jit Zu Marvel Single Pack Hulk,Goo Jit Zu,SalgsOrdre DK,34.8,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
20-00151,Goo Jit Zu Marvel Single Pack Hulk,Goo Jit Zu,Stock,34.8,-8,-8,296.0,296.0,296,296.0,296,296.0,296,296,296,296,296.0
20-00151,Goo Jit Zu Marvel Single Pack Hulk,Goo Jit Zu,Forecast DK,34.8,0,0,22.4,80.0,32,80.0,64,41.6,0,0,0,0,320.0
20-00152,Goo Jit Zu Marvel Single Pack Captain America,Goo Jit Zu,Købsordre,34.8,0,0,0.0,504.0,0,0.0,0,0.0,0,0,0,0,504.0
20-00152,Goo Jit Zu Marvel Single Pack Captain America,Goo Jit Zu,SalgsOrdre OT,34.8,0,0,168.0,168.0,168,0.0,0,0.0,0,0,0,0,504.0
20-00152,Goo Jit Zu Marvel Single Pack Captain America,Goo Jit Zu,Stock,34.8,8,8,-160.0,176.0,8,8.0,8,8.0,8,8,8,8,8.0
20-00152,Goo Jit Zu Marvel Single Pack Captain America,Goo Jit Zu,Forecast OT,34.8,0,0,0.0,204.0,200,100.0,0,0.0,0,0,0,0,504.0
20-00153,Goo Jit Zu Marvel Single Pack Iron Man,Goo Jit Zu,Købsordre,34.8,0,0,304.0,0.0,0,0.0,0,0.0,0,0,0,0,304.0
20-00153,Goo Jit Zu Marvel Single Pack Iron Man,Goo Jit Zu,SalgsOrdre DK,34.8,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
20-00153,Goo Jit Zu Marvel Single Pack Iron Man,Goo Jit Zu,Stock,34.8,-8,-8,296.0,296.0,296,296.0,296,296.0,296,296,296,296,296.0
20-00153,Goo Jit Zu Marvel Single Pack Iron Man,Goo Jit Zu,Forecast DK,34.8,0,0,22.4,80.0,32,80.0,64,41.6,0,0,0,0,320.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,Købsordre,17.6,0,0,0.0,0.0,11700,0.0,0,0.0,0,0,0,0,11700.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,SalgsOrdre SE,17.6,0,0,90.0,90.0,1548,30.0,0,0.0,0,0,0,0,1758.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,SalgsOrdre NO,17.6,0,0,0.0,0.0,0,0.0,252,0.0,0,0,0,0,252.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,SalgsOrdre FI,17.6,0,0,0.0,0.0,2340,0.0,0,0.0,0,0,0,0,2340.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,Stock,17.6,0,0,-90.0,-180.0,7632,7602.0,7350,7350.0,7350,7350,7350,7350,7350.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,Forecast DK,17.6,0,0,0.0,444.0,0,0.0,0,0.0,0,0,0,0,444.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,Forecast SE,17.6,0,0,0.0,0.0,1530,1175.0,1456,761.0,0,0,0,0,4922.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,Forecast NO,17.6,0,0,500.0,500.0,1000,500.0,100,100.0,0,0,0,0,2700.0
20-00156,KINDI KIDS MINIS DOLL ASS. CDU,Kindi Kids,Forecast FI,17.6,0,0,500.0,375.0,2500,375.0,375,375.0,0,0,0,0,4500.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,Købsordre,31.2,0,0,0.0,0.0,4002,0.0,0,0.0,0,0,0,0,4002.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,SalgsOrdre SE,31.2,0,0,30.0,0.0,714,0.0,0,0.0,0,0,0,0,744.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,SalgsOrdre NO,31.2,0,0,0.0,0.0,144,0.0,0,0.0,0,0,0,0,144.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,SalgsOrdre FI,31.2,0,0,0.0,0.0,150,0.0,0,0.0,0,0,0,0,150.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,Stock,31.2,0,0,-30.0,-30.0,2964,2964.0,2964,2964.0,2964,2964,2964,2964,2964.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,Forecast DK,31.2,0,0,0.0,156.0,0,0.0,0,0.0,0,0,0,0,156.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,Forecast SE,31.2,0,0,0.0,0.0,966,764.0,438,412.0,0,0,0,0,2580.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,Forecast NO,31.2,0,0,200.0,200.0,500,200.0,100,0.0,0,0,0,0,1200.0
20-00157,KINDI KIDS MINIS DOLL WITH VEHICLE ASS.,Kindi Kids,Forecast FI,31.2,0,0,350.0,200.0,150,150.0,150,150.0,0,0,0,0,1150.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,Købsordre,65.6,0,0,0.0,0.0,2300,0.0,0,0.0,0,0,0,0,2300.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,SalgsOrdre SE,65.6,0,0,6.0,0.0,8,0.0,0,0.0,0,0,0,0,14.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,SalgsOrdre NO,65.6,0,0,0.0,0.0,100,0.0,0,0.0,0,0,0,0,100.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,SalgsOrdre FI,65.6,0,0,0.0,0.0,160,0.0,0,0.0,0,0,0,0,160.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,Stock,65.6,0,0,-6.0,-6.0,2026,2026.0,2026,2026.0,2026,2026,2026,2026,2026.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,Forecast DK,65.6,0,0,0.0,94.0,0,0.0,0,0.0,0,0,0,0,94.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,Forecast SE,65.6,0,0,0.0,0.0,213,271.0,123,116.0,0,0,0,0,723.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,Forecast NO,65.6,0,0,100.0,100.0,100,100.0,100,0.0,0,0,0,0,500.0
20-00158,KINDI KIDS MINIS BUS WITH DOLL,Kindi Kids,Forecast FI,65.6,0,0,250.0,75.0,50,50.0,50,50.0,0,0,0,0,525.0
20-00181,Happy Places Royal Doll Pack Gemicorn,Happy Places,Stock,15.3525,4,4,4.0,4.0,4,4.0,4,4.0,4,4,4,4,4.0
20-00183,Happy Places Royal Doll Pack Princess Amanda,Happy Places,Stock,15.3525,4,4,4.0,4.0,4,4.0,4,4.0,4,4,4,4,4.0
20-00184,Happy Places Royal Doll Pack Princess Beryl,Happy Places,Stock,15.355,2,2,2.0,2.0,2,2.0,2,2.0,2,2,2,2,2.0
20-00186,Happy Places Royal Doll Pack Queen Beehave,Happy Places,Stock,15.355,2,2,2.0,2.0,2,2.0,2,2.0,2,2,2,2,2.0
20-00187,Happy Places Royal Doll Pack Royal Ruby,Happy Places,Stock,15.355,2,2,2.0,2.0,2,2.0,2,2.0,2,2,2,2,2.0
20-00193,Goo Jit Zu Marvel Flat Packed FSDU,Goo Jit Zu,Stock,355.32,33,33,33.0,33.0,33,33.0,33,33.0,33,33,33,33,33.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,Købsordre,34.6,0,0,0.0,6000.0,0,0.0,0,0.0,0,0,0,0,6000.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,SalgsOrdre SE,34.6,0,0,68.0,760.0,28,20.0,0,0.0,0,0,0,0,876.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,SalgsOrdre NO,34.6,0,0,0.0,0.0,144,0.0,0,0.0,0,0,0,0,144.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,SalgsOrdre FI,34.6,0,0,0.0,140.0,720,0.0,0,0.0,0,0,0,0,860.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,Stock,34.6,0,0,-68.0,5032.0,4140,4120.0,4120,4120.0,4120,4120,4120,4120,4120.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,Forecast SE,34.6,0,0,217.0,700.0,300,300.0,300,300.0,0,0,0,0,2117.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,Forecast NO,34.6,0,0,300.0,200.0,200,200.0,100,100.0,0,0,0,0,1100.0
20-00195,KINDI KIDS PETS ASS.,Kindi Kids Minis,Forecast FI,34.6,0,0,350.0,300.0,720,200.0,200,200.0,0,0,0,0,1970.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,Købsordre,85.0,0,0,0.0,2500.0,0,0.0,0,0.0,0,0,0,0,2500.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,SalgsOrdre SE,85.0,0,0,6.0,0.0,4,0.0,0,0.0,0,0,0,0,10.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,SalgsOrdre NO,85.0,0,0,0.0,0.0,72,0.0,0,0.0,0,0,0,0,72.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,SalgsOrdre FI,85.0,0,0,0.0,80.0,0,0.0,0,0.0,0,0,0,0,80.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,Stock,85.0,0,0,-6.0,2414.0,2338,2338.0,2338,2338.0,2338,2338,2338,2338,2338.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,Forecast SE,85.0,0,0,94.0,168.0,182,182.0,159,150.0,0,0,0,0,935.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,Forecast NO,85.0,0,0,100.0,100.0,200,100.0,100,0.0,0,0,0,0,600.0
20-00196,KINDI KIDS FUN TIME DOLLS BELLA BOW,Kindi Kids,Forecast FI,85.0,0,0,290.0,130.0,70,70.0,70,70.0,0,0,0,0,700.0
20-00198,GOO JIT ZU MARVEL SINGLE PACK BLACK PANTHER,Goo Jit Zu,Købsordre,36.54,0,0,304.0,504.0,0,0.0,0,0.0,0,0,0,0,808.0
