Item number,Name,Brand,Modul,Cost Value,november,december,januar,februar,marts,april,maj,juni,juli,august,september,oktober,Total
92070,Micro Machines Transforming Playset Ass.,Micro Machines,SalgsOrdre SE,39.63504,0,108,400.0,0.0,0,0.0,0,0.0,0,0,0,0,508.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Stock,39.63504,492,384,-16.0,-16.0,-16,-16.0,-16,-16.0,-16,-16,-16,-16,-16.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast DK,39.63504,16,1200,77.0,300.0,300,175.0,120,143.0,0,0,0,0,2331.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast SE,39.63504,12,0,400.0,335.0,363,363.0,317,298.0,0,0,0,0,2088.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast NO,39.63504,0,0,100.0,200.0,200,200.0,100,0.0,0,0,0,0,800.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast FI,39.63504,172,0,400.0,0.0,100,100.0,100,100.0,0,0,0,0,972.0
92070,Micro Machines Transforming Playset Ass.,Micro Machines,Forecast OT,39.63504,600,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,600.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Købsordre,51.09377,0,0,0.0,999.0,0,0.0,0,0.0,0,0,0,0,999.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Invoiced DK,51.09377,174,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,174.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Invoiced SE,51.09377,231,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,231.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Invoiced NO,51.09377,288,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,288.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,SalgsOrdre DK,51.09377,0,60,0.0,150.0,150,0.0,0,0.0,0,0,0,0,360.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,SalgsOrdre SE,51.09377,3,6,0.0,0.0,0,0.0,0,0.0,0,0,0,0,9.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,SalgsOrdre FI,51.09377,0,0,0.0,270.0,0,0.0,0,0.0,0,0,0,0,270.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Stock,51.09377,66,0,0.0,579.0,429,429.0,429,429.0,429,429,429,429,429.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Forecast DK,51.09377,156,60,28.0,150.0,90,150.0,130,52.0,0,0,0,0,816.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Forecast SE,51.09377,15,6,10.0,18.0,20,20.0,17,16.0,0,0,0,0,122.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Forecast NO,51.09377,120,0,0.0,0.0,100,200.0,100,0.0,0,0,0,0,520.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Forecast FI,51.09377,0,0,0.0,150.0,0,0.0,0,0.0,0,0,0,0,150.0
92084,Micro Machines Park & Go Garage Playset,Micro Machines,Forecast OT,51.09377,0,0,0.0,100.0,100,100.0,100,100.0,0,0,0,0,500.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Købsordre,124.00104,0,0,0.0,1000.0,0,0.0,0,0.0,0,0,0,0,1000.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Invoiced DK,124.00104,597,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,597.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Invoiced SE,124.00104,22,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,22.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Invoiced NO,124.00104,190,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,190.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Invoiced FI,124.00104,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Invoiced OT,124.00104,309,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,309.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,SalgsOrdre DK,124.00104,0,14,10.0,150.0,150,0.0,0,0.0,0,0,0,0,324.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,SalgsOrdre SE,124.00104,80,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,80.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,SalgsOrdre FI,124.00104,0,0,0.0,20.0,0,0.0,0,0.0,0,0,0,0,20.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Stock,124.00104,16,2,-8.0,822.0,672,672.0,672,672.0,672,672,672,672,672.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast DK,124.00104,236,263,68.6,245.0,98,245.0,196,127.4,0,0,0,0,1479.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast SE,124.00104,100,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,100.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast NO,124.00104,80,0,0.0,80.0,0,0.0,300,0.0,0,0,0,0,460.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast FI,124.00104,112,0,25.0,25.0,0,25.0,25,0.0,0,0,0,0,212.0
92086,Micro Machines Super Van City Large Playset,Micro Machines,Forecast OT,124.00104,321,0,0.0,0.0,200,200.0,200,200.0,0,0,0,0,1121.0
92166,Micro Machines Vehicle Mini Hauler Ass.,Micro Machines,Invoiced SE,30.24875,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
92166,Micro Machines Vehicle Mini Hauler Ass.,Micro Machines,Forecast DK,30.24875,0,0,54.0,191.0,77,191.0,153,99.0,0,0,0,0,765.0
92166,Micro Machines Vehicle Mini Hauler Ass.,Micro Machines,Forecast SE,30.24875,0,0,50.0,90.0,98,98.0,85,80.0,0,0,0,0,501.0
92166,Micro Machines Vehicle Mini Hauler Ass.,Micro Machines,Forecast NO,30.24875,0,0,500.0,500.0,1000,1000.0,500,500.0,0,0,0,0,4000.0
92166,Micro Machines Vehicle Mini Hauler Ass.,Micro Machines,Forecast FI,30.24875,0,0,0.0,150.0,0,50.0,25,0.0,0,0,0,0,225.0
95007_6,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced DK,16.02839,1200,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1200.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Købsordre,15.63542,0,6000,0.0,8004.0,0,0.0,0,0.0,0,0,0,0,14004.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced DK,15.63542,7530,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,7530.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced SE,15.63542,156,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,156.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced NO,15.63542,3366,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,3366.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced FI,15.63542,5322,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,5322.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre DK,15.63542,0,114,0.0,0.0,0,0.0,0,0.0,0,0,0,0,114.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre SE,15.63542,24,360,36.0,1530.0,0,0.0,0,0.0,0,0,0,0,1950.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre NO,15.63542,0,1434,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1434.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre FI,15.63542,0,1632,600.0,0.0,2010,0.0,0,0.0,0,0,0,0,4242.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre OT,15.63542,0,1200,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1200.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Stock,15.63542,-24,1236,600.0,7074.0,5064,5064.0,5064,5064.0,5064,5064,5064,5064,5064.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast DK,15.63542,0,18,787.0,2425.0,1060,2425.0,1970,1333.0,0,0,0,0,10018.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast SE,15.63542,108,66,736.0,1325.0,1436,1436.0,1252,1178.0,0,0,0,0,7537.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast NO,15.63542,1560,600,500.0,600.0,600,0.0,0,0.0,0,0,0,0,3860.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast FI,15.63542,1722,120,3250.0,3400.0,3250,750.0,750,750.0,0,0,0,0,13992.0
95007_8,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Købsordre,17.59405,0,0,0.0,0.0,7002,0.0,0,0.0,0,0,0,0,7002.0
95007_8,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Stock,17.59405,0,0,0.0,0.0,7002,7002.0,7002,7002.0,7002,7002,7002,7002,7002.0
95057,Pokemon Clip 'N Go,Pokémon,Købsordre,25.39222,0,6000,0.0,6000.0,0,0.0,0,0.0,0,0,0,0,12000.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced DK,25.39222,2532,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2532.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced SE,25.39222,4302,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,4302.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced NO,25.39222,600,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,600.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced FI,25.39222,4194,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,4194.0
95057,Pokemon Clip 'N Go,Pokémon,SalgsOrdre DK,25.39222,0,360,0.0,0.0,0,0.0,0,0.0,0,0,0,0,360.0
95057,Pokemon Clip 'N Go,Pokémon,SalgsOrdre SE,25.39222,72,510,90.0,1044.0,0,0.0,0,0.0,0,0,0,0,1716.0
95057,Pokemon Clip 'N Go,Pokémon,SalgsOrdre NO,25.39222,840,960,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1800.0
95057,Pokemon Clip 'N Go,Pokémon,SalgsOrdre FI,25.39222,2502,1740,0.0,0.0,0,0.0,0,0.0,0,0,0,0,4242.0
95057,Pokemon Clip 'N Go,Pokémon,SalgsOrdre OT,25.39222,0,1200,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1200.0
95057,Pokemon Clip 'N Go,Pokémon,Stock,25.39222,420,1650,1560.0,6516.0,6516,6516.0,6516,6516.0,6516,6516,6516,6516,6516.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast DK,25.39222,3750,270,787.0,2425.0,1060,2425.0,1970,1333.0,0,0,0,0,14020.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast SE,25.39222,522,432,837.0,1506.0,1631,1631.0,1422,1339.0,0,0,0,0,9320.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast NO,25.39222,1200,960,1000.0,1000.0,1000,0.0,0,0.0,0,0,0,0,5160.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast FI,25.39222,3996,450,4000.0,1500.0,3000,1833.0,1833,1833.0,0,0,0,0,18445.0
95057_8,Pokemon Clip 'N Go,Pokémon,Købsordre,25.26227,0,0,0.0,0.0,9000,0.0,0,0.0,0,0,0,0,9000.0
95057_8,Pokemon Clip 'N Go,Pokémon,Stock,25.26227,0,0,0.0,0.0,9000,9000.0,9000,9000.0,9000,9000,9000,9000,9000.0
95081,POKEMON TOSS N POP PIKACHU,Pokémon,Invoiced DK,30.63899,1488,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1488.0
95081,POKEMON TOSS N POP PIKACHU,Pokémon,Forecast DK,30.63899,1400,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1400.0
95126-8,Pokemon Battle Feature Figure - Gengar,Pokémon,Invoiced DK,36.8,24,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
95126-8,Pokemon Battle Feature Figure - Gengar,Pokémon,Stock,36.8,4,4,4.0,4.0,4,4.0,4,4.0,4,4,4,4,4.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced DK,26.55948,828,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,828.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced SE,26.55948,1508,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1508.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced NO,26.55948,544,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,544.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced FI,26.55948,2196,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2196.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced OT,26.55948,820,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,820.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre SE,26.55948,0,80,0.0,0.0,0,0.0,0,0.0,0,0,0,0,80.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre NO,26.55948,0,176,0.0,0.0,0,0.0,0,0.0,0,0,0,0,176.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre FI,26.55948,0,40,0.0,0.0,0,0.0,0,0.0,0,0,0,0,40.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Stock,26.55948,0,-296,-296.0,-296.0,-296,-296.0,-296,-296.0,-296,-296,-296,-296,-296.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast DK,26.55948,236,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,236.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast NO,26.55948,720,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,720.0
95135,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast FI,26.55948,200,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,200.0
95135_5,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast FI,28.83943,1360,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1360.0
95135_6,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast FI,28.83943,120,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Købsordre,28.57135,0,0,10000.0,7000.0,0,0.0,0,0.0,0,0,0,0,17000.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced DK,28.57135,96,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,96.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced SE,28.57135,108,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,108.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced NO,28.57135,120,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced FI,28.57135,880,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,880.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre DK,28.57135,0,280,0.0,0.0,0,0.0,0,0.0,0,0,0,0,280.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre SE,28.57135,0,120,28.0,1012.0,0,0.0,0,0.0,0,0,0,0,1160.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre NO,28.57135,0,1900,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1900.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre FI,28.57135,0,0,480.0,0.0,0,0.0,0,0.0,0,0,0,0,480.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Stock,28.57135,296,-2004,7488.0,13476.0,13476,13476.0,13476,13476.0,13476,13476,13476,13476,13476.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast DK,28.57135,0,0,367.0,925.0,460,925.0,770,553.0,0,0,0,0,4000.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast SE,28.57135,0,0,618.0,1112.0,1205,1205.0,1050,988.0,0,0,0,0,6178.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast NO,28.57135,1040,0,1000.0,1000.0,1000,0.0,0,0.0,0,0,0,0,4040.0
95135_7,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Forecast FI,28.57135,0,800,2000.0,1000.0,2500,866.0,866,866.0,0,0,0,0,8898.0
95135_7A,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Købsordre,28.57136,0,3000,0.0,0.0,0,0.0,0,0.0,0,0,0,0,3000.0
95135_7A,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced DK,28.57136,800,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,800.0
95135_7A,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Invoiced SE,28.57136,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
95135_7A,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre SE,28.57136,0,296,0.0,8.0,0,0.0,0,0.0,0,0,0,0,304.0
95135_7A,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre NO,28.57136,0,360,0.0,0.0,0,0.0,0,0.0,0,0,0,0,360.0
95135_7A,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,SalgsOrdre FI,28.57136,0,1224,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1224.0
95135_7A,POKEMON BATTLE FEATURE FIGURE ASS.,Pokémon,Stock,28.57136,515,1635,1635.0,1627.0,1627,1627.0,1627,1627.0,1627,1627,1627,1627,1627.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Købsordre,29.53987,0,6000,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6000.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced DK,29.53987,2380,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2380.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced SE,29.53987,756,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,756.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced NO,29.53987,852,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,852.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced FI,29.53987,600,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,600.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre DK,29.53987,0,240,0.0,0.0,0,0.0,0,0.0,0,0,0,0,240.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre SE,29.53987,204,3484,400.0,8.0,0,0.0,0,0.0,0,0,0,0,4096.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre NO,29.53987,0,548,0.0,0.0,0,0.0,0,0.0,0,0,0,0,548.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre FI,29.53987,0,480,0.0,0.0,400,0.0,0,0.0,0,0,0,0,880.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Stock,29.53987,708,1956,1556.0,1548.0,1148,1148.0,1148,1148.0,1148,1148,1148,1148,1148.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast DK,29.53987,2020,220,227.0,425.0,260,425.0,370,293.0,0,0,0,0,4240.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast SE,29.53987,412,1960,818.0,1472.0,1595,1595.0,1391,1309.0,0,0,0,0,10552.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast NO,29.53987,0,0,500.0,700.0,800,0.0,0,0.0,0,0,0,0,2000.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast FI,29.53987,0,0,1800.0,1100.0,2500,433.0,433,433.0,0,0,0,0,6699.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,Købsordre,47.735,0,1200,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1200.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,SalgsOrdre DK,47.735,0,123,18.0,0.0,0,0.0,0,0.0,0,0,0,0,141.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,SalgsOrdre SE,47.735,0,0,0.0,9.0,0,0.0,0,0.0,0,0,0,0,9.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,SalgsOrdre NO,47.735,0,495,0.0,0.0,0,0.0,0,0.0,0,0,0,0,495.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,SalgsOrdre OT,47.735,0,300,0.0,0.0,0,0.0,0,0.0,0,0,0,0,300.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,Stock,47.735,0,282,264.0,255.0,255,255.0,255,255.0,255,255,255,255,255.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,Forecast DK,47.735,6,282,35.0,125.0,50,125.0,100,65.0,0,0,0,0,788.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,Forecast SE,47.735,24,156,119.0,155.0,162,162.0,150,146.0,0,0,0,0,1074.0
95164,POKEMON LEGENDARY FIGURE,Pokémon,Forecast NO,47.735,0,0,0.0,0.0,200,200.0,200,0.0,0,0,0,0,600.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Købsordre,29.41373,0,0,0.0,4998.0,0,0.0,0,0.0,0,0,0,0,4998.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Invoiced DK,29.41373,2694,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2694.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Invoiced SE,29.41373,1068,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1068.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Invoiced NO,29.41373,600,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,600.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Invoiced FI,29.41373,120,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,120.0
95217,Pokemon Plush 20 cm CDU,Pokémon,SalgsOrdre DK,29.41373,0,126,132.0,0.0,0,0.0,0,0.0,0,0,0,0,258.0
95217,Pokemon Plush 20 cm CDU,Pokémon,SalgsOrdre SE,29.41373,48,228,0.0,1026.0,0,0.0,0,0.0,0,0,0,0,1302.0
95217,Pokemon Plush 20 cm CDU,Pokémon,SalgsOrdre NO,29.41373,0,600,0.0,600.0,0,0.0,0,0.0,0,0,0,0,1200.0
95217,Pokemon Plush 20 cm CDU,Pokémon,SalgsOrdre FI,29.41373,0,120,0.0,0.0,1500,0.0,0,0.0,0,0,0,0,1620.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Stock,29.41373,168,-906,-1038.0,2334.0,834,834.0,834,834.0,834,834,834,834,834.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Forecast DK,29.41373,2676,252,644.0,2300.0,1720,2300.0,1840,1196.0,0,0,0,0,12928.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Forecast SE,29.41373,1212,330,952.0,1446.0,1539,1539.0,1385,1323.0,0,0,0,0,9726.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Forecast NO,29.41373,1200,0,600.0,600.0,500,0.0,0,0.0,0,0,0,0,2900.0
95217,Pokemon Plush 20 cm CDU,Pokémon,Forecast FI,29.41373,120,120,1750.0,2500.0,4000,1916.0,1916,1916.0,0,0,0,0,14238.0
95217_8,Pokemon Plush 20 cm CDU,Pokémon,Købsordre,31.80821,0,0,0.0,0.0,12000,0.0,0,0.0,0,0,0,0,12000.0
95217_8,Pokemon Plush 20 cm CDU,Pokémon,Invoiced DK,31.80821,30,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,30.0
95217_8,Pokemon Plush 20 cm CDU,Pokémon,Invoiced SE,31.80821,48,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,48.0
95217_8,Pokemon Plush 20 cm CDU,Pokémon,Invoiced FI,31.80821,1848,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1848.0
95217_8,Pokemon Plush 20 cm CDU,Pokémon,SalgsOrdre DK,31.80821,0,0,0.0,0.0,0,0.0,0,0.0,6600,0,0,0,6600.0
95217_8,Pokemon Plush 20 cm CDU,Pokémon,SalgsOrdre SE,31.80821,12,24,42.0,0.0,0,0.0,0,0.0,0,0,0,0,78.0
95217_8,Pokemon Plush 20 cm CDU,Pokémon,Stock,31.80821,66,42,0.0,0.0,12000,12000.0,12000,12000.0,5400,5400,5400,5400,5400.0
95221,Pokemon Plush 20 cm CDU Eevee,Pokémon,Købsordre,33.79021,0,0,2502.0,0.0,0,0.0,0,0.0,0,0,0,0,2502.0
95221,Pokemon Plush 20 cm CDU Eevee,Pokémon,Invoiced SE,33.79021,48,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,48.0
95221,Pokemon Plush 20 cm CDU Eevee,Pokémon,SalgsOrdre OT,33.79021,0,0,834.0,834.0,834,0.0,0,0.0,0,0,0,0,2502.0
95221,Pokemon Plush 20 cm CDU Eevee,Pokémon,Stock,33.79021,0,0,1668.0,834.0,0,0.0,0,0.0,0,0,0,0,0.0
95221,Pokemon Plush 20 cm CDU Eevee,Pokémon,Forecast OT,33.79021,0,0,834.0,834.0,834,0.0,0,0.0,0,0,0,0,2502.0
95257,Pokemon Plush 30 cm,Pokémon,Købsordre,43.46667,0,4800,0.0,3000.0,0,0.0,0,0.0,0,0,0,0,7800.0
95257,Pokemon Plush 30 cm,Pokémon,Invoiced DK,43.46667,186,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,186.0
95257,Pokemon Plush 30 cm,Pokémon,Invoiced SE,43.46667,996,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,996.0
95257,Pokemon Plush 30 cm,Pokémon,Invoiced NO,43.46667,360,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,360.0
95257,Pokemon Plush 30 cm,Pokémon,SalgsOrdre DK,43.46667,0,288,0.0,0.0,0,0.0,0,0.0,0,0,0,0,288.0
95257,Pokemon Plush 30 cm,Pokémon,SalgsOrdre SE,43.46667,0,378,0.0,12.0,0,0.0,0,0.0,0,0,0,0,390.0
95257,Pokemon Plush 30 cm,Pokémon,SalgsOrdre NO,43.46667,0,900,0.0,0.0,0,0.0,0,0.0,0,0,0,0,900.0
95257,Pokemon Plush 30 cm,Pokémon,SalgsOrdre FI,43.46667,0,3120,102.0,138.0,0,0.0,0,0.0,0,0,0,0,3360.0
95257,Pokemon Plush 30 cm,Pokémon,Stock,43.46667,0,114,12.0,2862.0,2862,2862.0,2862,2862.0,2862,2862,2862,2862,2862.0
